elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",call my friends,5ad55bcd-42ab-4196-a982-9f79c69913c1,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,No match,0.26948049664497375
"Oh no, what's wrong?",i had 4 teeth extracted by the dentist,5af286dd-eac9-4e22-8cec-6b923546a3cc,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.897135853767395
"Wonderful, what’s on the agenda today?",going out to eat,5b017be0-f104-405b-8503-43a0ff4ca935,"  memory_name entity     value
1    activity   type  activity
2    activity   name       eat",['eat'],1,Match,0.9711345434188843
Um... Yes?,i'm going for a walk,5b0344d9-8fad-4a8c-82bd-3812741d9fb8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9905434250831604
Remember how you got 1 questions right a few days ago in the trivia game? That was fun! Up for another round?,i'm watching tv right now sorry,5b1c3263-7c29-4b03-ba85-b7870bc212c5,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9742364883422852
could you say that again?,i'm going to prepare dinner,5b2476bd-d88d-4fa9-b343-33644c91b279,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9827788472175598
Um... Yes?,i'm going out shopping i'll be a little while,5b38f857-33f7-4b6a-8a02-b608a9b4d0d2,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9814712405204773
Can’t wait to see you again! Where are you off to?,doctor's appointment,5b39e240-0535-4420-be81-8af53c6dd971,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9656616449356079
who would you like to video call?,did you know when i'm watching tv waiting fever cold and flu for people with high blood pressure medicine,5b461bf8-1ed2-40a9-8317-f42deae7cffb,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.7739442586898804
How can I help you?,that's my granddaughter shayla,5b4bb311-3c68-4a99-a7e6-bdc4d87e593c,"    memory_name entity          value
0  relationship   type  granddaughter",['granddaughter'],1,No match,0.15752848982810974
let's give it another go. What did you say?,and speak to them about what assistants that they can give you a lot of times they do have homeowner sister,5b53bd9e-833f-42af-8725-ae29d5f94670,"    memory_name entity   value
0  relationship   type  sister",['sister'],1,No match,0.04196901246905327
Um... Yes?,say hi to my friend,5b5b381b-1987-40da-a4d2-c6c49c836e70,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7844470143318176
Wanna spend some time together?,not right now i'm talking to my niece on the phone,5b6d8d31-ee86-4a71-8b24-688706c63956,"    memory_name entity  value
0  relationship   type  niece",['niece'],1,Match,0.9945012331008911
What did you do out there?,pick up a book at the library,5b921057-4d79-4267-8d46-377ab5868715,"  memory_name entity    value
1       place   name  library",['library'],1,Match,0.9823544025421143
How can I help you?,i'm going to leave and make my breakfast,5b983e9b-107d-4ea3-9fca-b98ebaf9f11d,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9815075993537903
How about some elli cue time?,i'm going to the store right now,5ba74c12-4434-4ff0-bc07-8d130cc33589,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9834877848625183
Wanna workout together?,i'm going to the synagogue,5bb7bd0f-d2f3-4109-a580-1d1c1401b246,"  memory_name entity      value
1       place   name  synagogue",['synagogue'],1,Match,0.9639465808868408
How can I help you?,when i went shopping at hannaford,5bc5d64d-f724-4158-9d4d-0033f8644b0e,"  memory_name  entity                 value
0    activity    type              activity
1    activity    name              shopping
3       place  people  {""name"":""hannaford""}","['shopping', '{""name"":""hannaford""}']",2,No match,0.4413914680480957
How can I help you?,i'm going to go to church now i'll be back after while by,5bc74409-dbdf-4dd4-835f-adfbc66ab427,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9754763841629028
Is there anything special planned for today?,shopping going to the doctor's,5bd6f1b9-ce14-4571-b355-ef5801fdcdaa,"  memory_name entity              value
1    activity   type           activity
2    activity   name  shopping,doctor's","[""shopping,doctor's""]",1,Match,0.9322417974472046
How can I help you?,i have to go to the doctors tomorrow,5bdac279-c3b8-4105-9bf0-33b4d2d88a2f,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9829601049423218
I'm excited to see the  Portraits exhibition with you! What do you say?,i love art,5be5ce4e-7800-4382-81bb-8326a6a0cee7,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     arts",['arts'],1,Match,0.9629255533218384
"Do you have a moment <say-as interpret-as=""name"">Carol</say-as>?",but your friend is talking to you,5beafbb3-8405-40b7-b8b9-ffbf615e09e6,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,No match,0.04166148602962494
What can I do for you?,just watching tv you can rest,5bf04be9-dc12-4b0c-b0d9-a3d06a9e71b5,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9534581899642944
Is now a good time to hang out?,i'm trying to listening to this story,5bf25ece-555e-4c5e-aed9-e063003e6056,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.18372587859630585
Do you have anything planned for today?,going to the doctor,5bff4251-cff3-42d1-ba4b-df4d1eaa2c32,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9624549150466919
"What's up <say-as interpret-as=""name"">Comito</say-as>?",let's do some painting,5c070b59-5f51-465c-9acf-0c832e35673d,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9551771283149719
How can I help you?,can we do art,5c1ae35e-3d0d-4037-b7f4-0c32cd8430d5,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     arts",['arts'],1,Match,0.9421069622039795
"what can i help you with <say-as interpret-as=""name"">Bernice</say-as>?",leave me go later le so i come back from the meeting and she still there,5c34c33d-37a1-460c-bca8-70b6637bf611,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.04146479815244675
"Great, what are your plans?",have to go to the grocery store and i have to go to the car dealership and i have to go to the bank,5c439aa0-5101-4028-9139-99ba000de97d,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9485794901847839
Hello sunshine! What's up?,i'm looking to find a soccer game on tv,5c5c6ba4-90d2-4f29-a111-d8f1e88245e9,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9394917488098145
Do you have any plans for today?,went to church going to church,5c6ba1da-bfd9-4d29-941f-f24d9b9750cc,"  memory_name entity          value
1       place   name  church,church","['church,church']",1,Match,0.9622217416763306
"OK, question for ya. What was one thing that pleasantly surprised you this week?",be with my daughter,5c79ad77-539a-401e-9a49-418a199d8158,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.6540259122848511
I'd love to spend some time together! Wanna do something with me?,i'm watching tv right now maybe later,5c8b0e5b-5e38-45f9-a88e-ff57d4dec123,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9913800358772278
How can I help you?,i'm going to have to leave the room now so could you stop playing and i'll come back and we can play some more music,5c8f6222-542d-42cf-809f-4ae0fe0fb13e,"  memory_name entity         value
1    activity   type      activity
2    activity   name  play,theater","['play,theater']",1,Match,0.9293191432952881
How can I help you?,i have to head out for my appointment now in new york city so you're going to be on your own for a long while,5cad8020-aef8-4846-bbf7-0476f2a9f2c0,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.302333801984787
Got any plans today?,going to a concert,5cc7c13a-a145-4f9d-93ca-acc2590a0416,"  memory_name entity     value
1    activity   type  activity
2    activity   name   concert",['concert'],1,Match,0.9478753805160522
Would you like to hear a joke?,streaming live tv surfing the web,5cd4f1ad-c128-4098-bb4f-9b0c5ab39c00,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.04980647563934326
Is there anything special planned for today?,going to work it's about it,5cfe38a9-7652-417e-b7f1-02af3817125b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.04541556537151337
What do you usually photograph?,my yard,5d07b418-f205-4e70-87f3-9449d93943b0,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9696006774902344
Yes?,i'm going to work,5d0b7a61-abcd-4b8c-b497-3b7e776b6309,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9601558446884155
Are you going to meet someone?,got this morning out with you this morning or just going for a walk,5d10a64e-35d2-403a-8b9a-f87aa41a71b4,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.4773196876049042
How can I help you?,john mccrae son,5d267a77-da9c-4463-b0ba-f9defcb7ce60,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.1392822116613388
How can I help you?,can we watch peppa pig,5d2fdc8c-bc5f-4713-99c8-03bf3a590712,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.7381002306938171
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to a meeting,5d4001b2-fcef-426e-84be-7b581beaa7bb,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9650374054908752
Wanna play a game with me?,watch game,5d6bbc72-a7f0-4a0d-b185-0bdcd748e710,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.4575762450695038
"I didn't hear what you said, I'm afraid. Must be my weakened hearing. What was the one thing that made you happy lst week?",going to the grocery with my daughter,5d719749-221d-45cf-86c1-0569997f62d4,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.9153333306312561
That means the thrilling part is still ahead! What's on the menu for dinner?,well i'm going to have a hot dog hot dog hot dog hot dog i'm going to have me a hot dog like you,5d84da16-e99b-44f1-b5ba-124e204b3691,"  memory_name entity  value
0    favorite   type   dish
1    favorite   name  frank",['frank'],1,Match,0.9405543804168701
What was it like out there?,home sweet home,5d9d625d-8d18-4815-9056-d7cb348e2e17,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9731965661048889
